question,answer_text,distractor
Vitamin supplements are popular with people because,people fear that a lack of vitamins will lead to disease,"'schoolteachers fear that a lack of vitamins will lead to disease', 'people desire that a lack of vitamins will lead to disease'"
The best title of this passage can be,Mumbai Under Terrorist Attack,"'Mumbai Under Terrorist fire', 'Mumbai Under Terrorist Attack'"
"If you see an English policeman for the first time , you will probably notice at once that",he has a helmet on his head,"'he has a jacket on his head', 'he had a helmet on his head'"
What can be the best title of this passage ?,"Do n't make me "" www.wait "" .","'Do n't make me "" www.wait "" .', 'bash n't make me "" www.wait "" .'"
It can be learned from the text that teens,are advised to wear glasses if their eyesight is poor,"'are advised to wear sunglasses if their eyesight is poor', 'were advised to wear glasses if their eyesight is poor'"
It can be inferred that Jason adopted Shorty probably because he,did n't want Shorty to be killed,"'did n't want Shorty to be killed', 'does n't want Shorty to be killed'"
What can we infer from the passage ?,The robot can help people change their lifestyle habits .,"'The clone can help people change their lifestyle habits .', 'The robot can mislead people change their lifestyle habits .'"
The author mentioned Evans ' experience in his teens to,show how the poor life experienced in the Philippines influenced him,"'show how the poor upbringing experienced in the Philippines influenced him', 'treehouse how the poor life experienced in the Philippines influenced him'"
We can infer from the passage that,The Arts College the young violinist was going to attend is not in New York .,"'The humanistic_discipline College the young violinist was going to attend is not in New York .', 'The Arts College the young violinist is going to attend is not in New York .'"
It can be inferred from the passage that,suitable media should be chosen for different communication purposes,"'suitable foodservice should be chosen for different communication purposes', 'suitable media should been chosen for different communication purposes'"
"When Professor Swihart says "" death traps for seeds "" , he actually means that",nuts above the ground will not develop into plants,"'beans above the ground will not develop into plants', 'nuts above the ground will not enhance into plants'"
What can we learn from the passage ?,Liu Yinbin thinks competition will help make better products and services .,"'Liu Yinbin thinks roster will help make better products and services .', 'Liu Yinbin knows competition will help make better products and services .'"
Which of the following is true according to the passage ?,Radcliffe did n't fully recover before theNew York Citymarathon .,"'Radcliffe did n't fully recover before theNew York Citymarathon .', 'Radcliffe does n't fully recover before theNew York Citymarathon .'"
What should you do if you get an ordinary call during a meeting ?,Cut the call off at once and call back after the meeting .,"'Cut the leave off at once and leave back after the meeting .', 'stinger the call off at once and call back after the meeting .'"
Tom Bailey 's feeling on moving to Rivermouth can best be described as,unwilling until his father corrected his misunderstandings about life in the North,"'unwilling until his husband corrected his misunderstandings about life in the North', 'unwilling until his father rewritten his misunderstandings about life in the North'"
This passage shows that Canadians,love animals,"'fools animals', 'love animals'"
Which of the following is not true ?,The writer had tried to phone the dispatcher but failed .,"'The playwright had tried to phone the dispatcher but failed .', 'The writer has tried to phone the dispatcher but failed .'"
What happened to the unlucky animals in the zoo before the bombing ?,They were killed .,"'They were killed .', 'They are killed .'"
"What does the word "" voucher "" probably mean ?",ticket,"'lottery', 'ticket'"
The writer started to feel frightened,when he saw the bleeding deer,"'when he saw the drooling deer', 'when he gave the bleeding deer'"
What can we infer from the passage ?,Healthcare developed more slowly than economics .,"'Healthcare developed more slowly than sociology .', 'Healthcare pioneered more slowly than economics .'"
Which of the following is true according to the text ?,Sometimes it is difficult for kids to get the books they like .,"'Sometimes it is difficult for girls to get the books they like .', 'Sometimes it was difficult for kids to get the books they like .'"
Which of the following can be the best title of the story ?,A Change in Lifestyle .,"'A variety in Lifestyle .', 'A Change in Lifestyle .'"
